Country,Afghanistan,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia,Zimbabwe,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia
2020/5/27,11831,1029,8697,763,,13228,7402,7139,16557,4403,100,9366,36751,38059,57455,208,7136,2416,391222,141,2443,832,206,,390,124,5436,88090,671,700,77961,84544,23003,,956,2477,2244,1963,939,9050,11627,712,2468,15264,37355,18756,2042,1043,,1834,261,701,6628,182847,2238,732,181200,7117,154,2892,3954,3275,1178,139,1174,4401,3771,1804,150793,23165,139511,4848,24735,16757,230555,564,16623,718,8969,1348,11265,1038,22575,1468,1053,1140,266,,1639,3995,586,101,7604,1438,1077,611,268,334,74560,7305,141,324,7577,213,772,45780,1504,759,952,8344,2014,8383,8118,59151,11447,877,129751,14669,22074,31007,47207,18429,362342,339,666,441,76726,3161,11227,754,32343,1513,1469,1711,24264,806,236259,1319,3976,,34440,30761,121,3266,509,3045,391,116,1051,158762,1689057,253,21584,31086,266445,789,3290,1211,327,429,5599216,249,920,,1029,8697,763,,13228,7402,7139,16557,4403,100,9366,36751,38059,57455,208,7136,2416,391222,141,2443,832,206,,390,124,5436,88090,671,700,77961,84544,23003,,956,2477,2244,1963,939,9050,11627,712,2468,15264,37355,18756,2042,1043,,1834,261,701,6628,182847,2238,732,181200,7117,154,2892,3954,3275,1178,139,1174,4401,3771,1804,150793,23165,139511,4848,24735,16757,230555,564,16623,718,8969,1348,11265,1038,22575,1468,1053,1140,266,,1639,3995,586,101,7604,1438,1077,611,268,334,74560,7305,141,324,7577,213,772,45780,1504,759,952,8344,2014,8383,8118,59151,11447,877,129751,14669,22074,31007,47207,18429,362342,339,666,441,76726,3161,11227,754,32343,1513,1469,1711,24264,806,236259,1319,3976,,34440,30761,121,3266,509,3045,391,116,1051,158762,1689057,253,21584,31086,266445,789,3290,1211,327,429,5599216,249,920
2020/5/28,12456,1050,8857,763,,13933,7774,7150,16591,4568,100,9692,38292,38956,57592,210,7768,2435,411821,141,2460,845,206,,390,124,5436,88989,702,715,82289,84547,24104,,984,2556,2244,1974,939,9086,11680,712,2697,15723,38103,19666,2109,1043,,1840,272,731,6692,183038,2319,735,181524,7303,157,2903,4145,3275,1195,139,1320,4640,3793,1805,158086,23851,141591,5135,24803,16793,231139,569,16651,720,9304,1471,11344,1047,23267,1520,1057,1161,266,,1647,4001,612,101,7619,1457,1116,612,292,334,78023,7537,148,324,7601,227,886,45970,1504,759,952,8733,2039,8401,8373,61227,11728,884,135905,15049,22473,31292,48947,18594,370680,346,667,443,78541,3253,11275,782,32876,1515,1471,1731,25937,994,236259,1469,4346,,35088,30776,121,3424,509,3054,395,116,1051,159797,1707423,281,21905,31969,268462,803,3369,1245,327,434,5702113,256,1057,132,1050,8857,763,,13933,7774,7150,16591,4568,100,9692,38292,38956,57592,210,7768,2435,411821,141,2460,845,206,,390,124,5436,88989,702,715,82289,84547,24104,,984,2556,2244,1974,939,9086,11680,712,2697,15723,38103,19666,2109,1043,,1840,272,731,6692,183038,2319,735,181524,7303,157,2903,4145,3275,1195,139,1320,4640,3793,1805,158086,23851,141591,5135,24803,16793,231139,569,16651,720,9304,1471,11344,1047,23267,1520,1057,1161,266,,1647,4001,612,101,7619,1457,1116,612,292,334,78023,7537,148,324,7601,227,886,45970,1504,759,952,8733,2039,8401,8373,61227,11728,884,135905,15049,22473,31292,48947,18594,370680,346,667,443,78541,3253,11275,782,32876,1515,1471,1731,25937,994,236259,1469,4346,,35088,30776,121,3424,509,3054,395,116,1051,159797,1707423,281,21905,31969,268462,803,3369,1245,327,434,5702113,256,1057
2020/5/29,13036,1076,8997,763,,14702,8216,7165,16628,4759,101,10052,40321,39858,57849,210,8387,2462,438238,141,2477,847,206,,390,124,5436,89976,755,726,86943,84547,24141,,1000,2641,2245,1983,941,9140,11712,712,2914,16068,38471,20793,2194,1043,,1851,279,831,6743,186364,2431,738,182196,7303,158,2906,4348,3553,1195,150,1320,4752,3816,1805,165386,24538,143849,5457,24841,16872,231732,569,16598,728,9576,1618,11402,1048,24112,1594,1061,1168,269,105,1656,4008,656,203,7629,1513,1194,616,346,334,81400,7725,161,324,7643,233,1042,46152,1504,759,955,8915,2077,8411,9009,64028,12131,900,141779,15588,22825,31596,50914,18791,379051,349,670,458,80185,3348,11300,812,33249,1520,1473,1828,27403,994,237906,1530,4346,,35727,30796,122,3563,509,3065,422,116,1068,160979,1730259,317,22382,32532,270350,811,3444,1325,327,446,5820253,278,1057,149,1076,8997,763,,14702,8216,7165,16628,4759,101,10052,40321,39858,57849,210,8387,2462,438238,141,2477,847,206,,390,124,5436,89976,755,726,86943,84547,24141,,1000,2641,2245,1983,941,9140,11712,712,2914,16068,38471,20793,2194,1043,,1851,279,831,6743,186364,2431,738,182196,7303,158,2906,4348,3553,1195,150,1320,4752,3816,1805,165386,24538,143849,5457,24841,16872,231732,569,16598,728,9576,1618,11402,1048,24112,1594,1061,1168,269,105,1656,4008,656,203,7629,1513,1194,616,346,334,81400,7725,161,324,7643,233,1042,46152,1504,759,955,8915,2077,8411,9009,64028,12131,900,141779,15588,22825,31596,50914,18791,379051,349,670,458,80185,3348,11300,812,33249,1520,1473,1828,27403,994,237906,1530,4346,,35727,30796,122,3563,509,3065,422,116,1068,160979,1730259,317,22382,32532,270350,811,3444,1325,327,446,5820253,278,1057
2020/5/30,13659,1099,9134,764,,15419,8676,7184,16655,4989,102,10449,42844,40764,58061,224,8731,2485,465166,141,2485,847,207,,405,124,5436,90909,874,759,90638,84565,25406,,1022,2750,2245,2005,942,9196,11793,712,2914,16531,38571,22082,2278,1306,,1859,279,968,6776,186923,2613,746,182922,7616,161,2909,4607,3656,1256,150,1584,4752,3841,1805,173491,25216,146668,5873,24876,16987,232248,575,16673,730,9932,1745,11441,1048,25184,1662,1064,1172,273,118,1662,4012,698,273,7732,1591,1226,616,423,335,84627,7896,179,324,7714,234,1212,46328,1504,759,955,9302,2129,8422,9820,66457,12531,917,148285,16634,23155,31946,52907,18982,387623,355,671,463,81766,3429,11354,829,33860,1520,1473,1828,29240,994,238564,1558,4521,,36476,30828,122,3686,509,3076,428,116,1071,162120,1754747,329,22811,33170,272446,816,3468,1370,328,446,5941938,283,1057,149,1099,9134,764,,15419,8676,7184,16655,4989,102,10449,42844,40764,58061,224,8731,2485,465166,141,2485,847,207,,405,124,5436,90909,874,759,90638,84565,25406,,1022,2750,2245,2005,942,9196,11793,712,2914,16531,38571,22082,2278,1306,,1859,279,968,6776,186923,2613,746,182922,7616,161,2909,4607,3656,1256,150,1584,4752,3841,1805,173491,25216,146668,5873,24876,16987,232248,575,16673,730,9932,1745,11441,1048,25184,1662,1064,1172,273,118,1662,4012,698,273,7732,1591,1226,616,423,335,84627,7896,179,324,7714,234,1212,46328,1504,759,955,9302,2129,8422,9820,66457,12531,917,148285,16634,23155,31946,52907,18982,387623,355,671,463,81766,3429,11354,829,33860,1520,1473,1828,29240,994,238564,1558,4521,,36476,30828,122,3686,509,3076,428,116,1071,162120,1754747,329,22811,33170,272446,816,3468,1370,328,446,5941938,283,1057
2020/5/31,14525,1122,9267,764,,16214,8927,7192,16685,5246,102,10793,44608,41658,58186,224,9592,2494,498440,141,2499,847,224,,421,125,5904,91681,962,759,94858,84570,26734,106,1047,2799,2246,2025,944,9230,11833,712,3194,16908,38571,23449,2395,1306,,1865,283,1063,6826,188752,2655,757,183189,7768,169,2915,4739,3706,1256,152,1865,5094,3867,1806,181827,25773,148950,6179,24929,17012,232664,581,16716,734,10382,1888,11468,1064,26192,1722,1065,1191,280,130,1670,4016,758,279,7762,1672,1250,618,483,335,87512,8098,179,324,7780,244,1401,46460,1504,759,956,9855,2164,8437,10423,69496,13018,964,155671,17224,23571,32203,55262,19133,396575,359,671,479,83384,3535,11381,852,34366,1521,1473,1916,30967,994,239228,1620,4800,,37113,30845,122,3807,509,3077,433,117,1076,163103,1778993,413,23204,33896,274050,821,3546,1459,328,447,6070884,310,1057,174,1122,9267,764,,16214,8927,7192,16685,5246,102,10793,44608,41658,58186,224,9592,2494,498440,141,2499,847,224,,421,125,5904,91681,962,759,94858,84570,26734,106,1047,2799,2246,2025,944,9230,11833,712,3194,16908,38571,23449,2395,1306,,1865,283,1063,6826,188752,2655,757,183189,7768,169,2915,4739,3706,1256,152,1865,5094,3867,1806,181827,25773,148950,6179,24929,17012,232664,581,16716,734,10382,1888,11468,1064,26192,1722,1065,1191,280,130,1670,4016,758,279,7762,1672,1250,618,483,335,87512,8098,179,324,7780,244,1401,46460,1504,759,956,9855,2164,8437,10423,69496,13018,964,155671,17224,23571,32203,55262,19133,396575,359,671,479,83384,3535,11381,852,34366,1521,1473,1916,30967,994,239228,1620,4800,,37113,30845,122,3807,509,3077,433,117,1076,163103,1778993,413,23204,33896,274050,821,3546,1459,328,447,6070884,310,1057
2020/6/1,15205,1137,9394,764,,16851,9282,7202,16731,5494,102,11398,47153,42556,58381,232,9982,2510,514849,141,2513,847,224,,435,125,5904,92479,1011,778,99688,84588,27219,106,1056,2833,2246,2045,944,9268,11869,712,3354,17285,39098,24985,2517,1306,,1869,285,1172,6859,189009,2655,783,183410,8070,170,2917,5087,3706,1256,153,2124,5202,3876,1806,190609,26473,151466,6439,24990,17071,232997,586,16751,739,10858,1962,11503,1064,27043,1748,1066,1220,288,156,1675,4018,771,284,7819,1773,1265,618,530,335,90664,8251,179,324,7807,254,1572,46645,1504,759,958,10162,2226,8440,11437,72460,13463,986,164476,18086,23786,32500,56910,19257,405843,370,671,483,85261,3645,11412,861,34884,1521,1473,1976,32683,994,239479,1633,5026,,37542,30862,122,3930,509,3081,442,117,1077,163942,1799122,417,23672,34557,275986,823,3623,1510,328,448,6178860,323,1057,178,1137,9394,764,,16851,9282,7202,16731,5494,102,11398,47153,42556,58381,232,9982,2510,514849,141,2513,847,224,,435,125,5904,92479,1011,778,99688,84588,27219,106,1056,2833,2246,2045,944,9268,11869,712,3354,17285,39098,24985,2517,1306,,1869,285,1172,6859,189009,2655,783,183410,8070,170,2917,5087,3706,1256,153,2124,5202,3876,1806,190609,26473,151466,6439,24990,17071,232997,586,16751,739,10858,1962,11503,1064,27043,1748,1066,1220,288,156,1675,4018,771,284,7819,1773,1265,618,530,335,90664,8251,179,324,7807,254,1572,46645,1504,759,958,10162,2226,8440,11437,72460,13463,986,164476,18086,23786,32500,56910,19257,405843,370,671,483,85261,3645,11412,861,34884,1521,1473,1976,32683,994,239479,1633,5026,,37542,30862,122,3930,509,3081,442,117,1077,163942,1799122,417,23672,34557,275986,823,3623,1510,328,448,6178860,323,1057
2020/6/2,15750,1143,9513,765,,17415,9492,7221,16733,5662,102,11871,49534,43403,58517,243,10531,2524,526447,141,2519,847,228,,458,125,6397,93288,1069,790,105158,84597,29384,106,1084,2951,2246,2083,949,9302,11899,712,3569,17572,39098,26384,2582,1306,,1870,293,1257,6885,189348,2655,794,183594,8070,170,2918,5336,3844,1339,153,2226,5362,3892,1806,198370,26940,154445,6868,25062,17169,233197,588,16787,746,11308,2021,11541,1064,27762,1817,1066,1233,296,168,1678,4019,826,336,7857,1829,1315,619,588,335,93435,8360,185,324,7833,254,1811,46749,1504,759,958,10578,2315,8446,12223,76398,13837,995,170039,18638,24165,32700,58433,19398,414328,377,671,484,87142,3739,11430,865,35292,1522,1473,2023,34357,994,239638,1643,5173,,37814,30871,123,4013,509,3082,443,117,1084,164769,1816476,457,24562,35192,277566,825,3702,1662,328,449,6275246,354,1089,203,1143,9513,765,,17415,9492,7221,16733,5662,102,11871,49534,43403,58517,243,10531,2524,526447,141,2519,847,228,,458,125,6397,93288,1069,790,105158,84597,29384,106,1084,2951,2246,2083,949,9302,11899,712,3569,17572,39098,26384,2582,1306,,1870,293,1257,6885,189348,2655,794,183594,8070,170,2918,5336,3844,1339,153,2226,5362,3892,1806,198370,26940,154445,6868,25062,17169,233197,588,16787,746,11308,2021,11541,1064,27762,1817,1066,1233,296,168,1678,4019,826,336,7857,1829,1315,619,588,335,93435,8360,185,324,7833,254,1811,46749,1504,759,958,10578,2315,8446,12223,76398,13837,995,170039,18638,24165,32700,58433,19398,414328,377,671,484,87142,3739,11430,865,35292,1522,1473,2023,34357,994,239638,1643,5173,,37814,30871,123,4013,509,3082,443,117,1084,164769,1816476,457,24562,35192,277566,825,3702,1662,328,449,6275246,354,1089
2020/6/3,16509,1164,9626,844,,18319,10009,7229,16759,5935,102,12311,52445,44255,58615,244,10991,2535,555383,141,2538,881,232,,466,125,6585,93960,1069,803,108686,84604,30593,132,1105,3024,2246,2092,952,9364,11934,712,3779,17752,40414,27536,2653,1306,,1870,294,1344,6887,188450,2803,796,183879,8297,172,2937,5586,3886,1339,153,2226,5527,3921,1806,207191,27549,157562,7387,25066,17285,233515,590,16837,755,11571,2093,11590,1064,28649,1845,1071,1242,311,182,1682,4020,845,358,7877,1841,1351,620,668,335,97326,8548,185,324,7866,307,2099,46852,1504,1118,960,10819,2391,8455,12799,80463,14095,1013,170039,18997,24395,32895,60259,19517,423186,384,672,484,89011,3836,11454,896,35836,1522,1475,2089,35812,994,239932,1683,5310,,38589,30874,123,4100,509,3083,445,117,1086,165555,1837367,489,24895,35788,279220,826,3760,1819,328,451,6387849,399,1089,206,1164,9626,844,,18319,10009,7229,16759,5935,102,12311,52445,44255,58615,244,10991,2535,555383,141,2538,881,232,,466,125,6585,93960,1069,803,108686,84604,30593,132,1105,3024,2246,2092,952,9364,11934,712,3779,17752,40414,27536,2653,1306,,1870,294,1344,6887,188450,2803,796,183879,8297,172,2937,5586,3886,1339,153,2226,5527,3921,1806,207191,27549,157562,7387,25066,17285,233515,590,16837,755,11571,2093,11590,1064,28649,1845,1071,1242,311,182,1682,4020,845,358,7877,1841,1351,620,668,335,97326,8548,185,324,7866,307,2099,46852,1504,1118,960,10819,2391,8455,12799,80463,14095,1013,170039,18997,24395,32895,60259,19517,423186,384,672,484,89011,3836,11454,896,35836,1522,1475,2089,35812,994,239932,1683,5310,,38589,30874,123,4100,509,3083,445,117,1086,165555,1837367,489,24895,35788,279220,826,3760,1819,328,451,6387849,399,1089
2020/6/4,17267,1184,9733,851,,19268,10524,7240,16771,6260,102,12815,55140,45116,58685,244,11638,2551,584016,141,2560,884,233,,477,125,6585,94641,1173,820,113628,84603,31935,132,1157,3110,2246,2107,958,9438,11971,712,3935,18040,40966,28615,2705,1306,,1880,295,1486,6911,192330,2902,800,184121,8548,173,2937,5760,3933,1339,153,2507,5690,3931,1806,216824,28233,160696,8168,25111,17377,233836,591,16867,757,12067,2216,11629,1142,29359,1871,1079,1256,316,196,1684,4024,908,369,7970,1850,1386,622,745,335,101238,8795,185,324,7922,316,2300,46939,1504,1118,961,11166,2492,8477,13537,85264,14609,1070,178914,19748,24687,33261,62160,19669,431715,397,674,484,91182,3932,11523,909,36405,1525,1477,2146,37525,994,240326,1749,5499,,40803,30893,123,4191,509,3084,452,117,1087,166422,1857248,507,25385,36359,281097,828,3843,1952,328,457,6519164,419,1089,222,1184,9733,851,,19268,10524,7240,16771,6260,102,12815,55140,45116,58685,244,11638,2551,584016,141,2560,884,233,,477,125,6585,94641,1173,820,113628,84603,31935,132,1157,3110,2246,2107,958,9438,11971,712,3935,18040,40966,28615,2705,1306,,1880,295,1486,6911,192330,2902,800,184121,8548,173,2937,5760,3933,1339,153,2507,5690,3931,1806,216824,28233,160696,8168,25111,17377,233836,591,16867,757,12067,2216,11629,1142,29359,1871,1079,1256,316,196,1684,4024,908,369,7970,1850,1386,622,745,335,101238,8795,185,324,7922,316,2300,46939,1504,1118,961,11166,2492,8477,13537,85264,14609,1070,178914,19748,24687,33261,62160,19669,431715,397,674,484,91182,3932,11523,909,36405,1525,1477,2146,37525,994,240326,1749,5499,,40803,30893,123,4191,509,3084,452,117,1087,166422,1857248,507,25385,36359,281097,828,3843,1952,328,457,6519164,419,1089
2020/6/5,18054,1197,9831,852,,20197,11221,7247,16805,6522,102,13296,57563,45981,58767,261,12245,2594,614941,141,2585,885,236,,502,125,6789,95269,1288,828,118292,84614,33466,132,1194,3262,2247,2119,958,9494,12011,712,4054,18319,40966,29767,2781,1306,,1890,300,1636,6911,189569,2955,801,184472,8885,173,2952,6154,3991,1339,153,2640,5880,3954,1806,226713,28818,164270,8840,25142,17495,234013,591,16911,765,12067,2340,11668,1142,29921,1899,1082,1306,321,209,1687,4027,957,393,8247,1872,1461,622,784,335,105680,9018,186,324,8003,352,2634,47148,1504,1118,963,11516,2611,8504,14316,89249,15044,1086,183198,20382,25048,33592,63741,19907,440538,410,678,485,93157,4021,11571,914,36922,1526,1477,2204,40792,994,240660,1797,5714,,41883,30913,124,4289,509,3101,465,117,1087,167410,1878543,522,25981,37018,282906,832,3939,2087,328,464,6642853,453,1089,237,1197,9831,852,,20197,11221,7247,16805,6522,102,13296,57563,45981,58767,261,12245,2594,614941,141,2585,885,236,,502,125,6789,95269,1288,828,118292,84614,33466,132,1194,3262,2247,2119,958,9494,12011,712,4054,18319,40966,29767,2781,1306,,1890,300,1636,6911,189569,2955,801,184472,8885,173,2952,6154,3991,1339,153,2640,5880,3954,1806,226713,28818,164270,8840,25142,17495,234013,591,16911,765,12067,2340,11668,1142,29921,1899,1082,1306,321,209,1687,4027,957,393,8247,1872,1461,622,784,335,105680,9018,186,324,8003,352,2634,47148,1504,1118,963,11516,2611,8504,14316,89249,15044,1086,183198,20382,25048,33592,63741,19907,440538,410,678,485,93157,4021,11571,914,36922,1526,1477,2204,40792,994,240660,1797,5714,,41883,30913,124,4289,509,3101,465,117,1087,167410,1878543,522,25981,37018,282906,832,3939,2087,328,464,6642853,453,1089
2020/6/6,18969,1212,9935,852,,21037,11817,7252,16843,6860,102,13835,60391,46868,58907,261,12728,2606,645771,141,2627,888,236,,536,125,7392,95947,1451,836,122499,84620,36759,132,1228,3431,2247,2133,960,9529,12075,712,4123,18708,41575,31115,2849,1306,,1910,305,1805,6941,190180,3101,805,184924,9168,174,2967,6485,4060,1368,153,2740,5971,3970,1806,236184,29521,167156,9846,25163,17562,234531,595,16958,784,12312,2474,11719,1142,30644,1936,1085,1312,334,239,1694,4032,975,409,8266,1883,1485,625,883,337,110026,9247,191,324,8071,354,2912,47358,1504,1118,966,11844,2790,8522,15086,93983,15463,1087,187400,20626,25410,33969,65495,20103,449256,420,680,499,95748,4155,11667,929,37183,1526,1479,2204,43434,994,240978,1801,5865,,42939,30936,124,4370,509,3102,485,117,1087,168340,1903854,557,26542,37642,284560,834,4007,2145,328,464,6776126,469,1089,265,1212,9935,852,,21037,11817,7252,16843,6860,102,13835,60391,46868,58907,261,12728,2606,645771,141,2627,888,236,,536,125,7392,95947,1451,836,122499,84620,36759,132,1228,3431,2247,2133,960,9529,12075,712,4123,18708,41575,31115,2849,1306,,1910,305,1805,6941,190180,3101,805,184924,9168,174,2967,6485,4060,1368,153,2740,5971,3970,1806,236184,29521,167156,9846,25163,17562,234531,595,16958,784,12312,2474,11719,1142,30644,1936,1085,1312,334,239,1694,4032,975,409,8266,1883,1485,625,883,337,110026,9247,191,324,8071,354,2912,47358,1504,1118,966,11844,2790,8522,15086,93983,15463,1087,187400,20626,25410,33969,65495,20103,449256,420,680,499,95748,4155,11667,929,37183,1526,1479,2204,43434,994,240978,1801,5865,,42939,30936,124,4370,509,3102,485,117,1087,168340,1903854,557,26542,37642,284560,834,4007,2145,328,464,6776126,469,1089
2020/6/7,19551,1232,10050,852,,22020,12364,7259,16898,7239,103,14383,63026,47751,59072,261,13358,2606,672846,141,2711,888,240,,542,125,7599,96475,1570,836,127745,84629,36759,141,1263,3557,2247,2173,960,9567,12124,712,4169,19195,42728,32612,2934,1306,,1931,322,1934,6964,190759,3101,808,185450,9462,175,2980,6792,4117,1368,154,3072,6155,3990,1806,246622,30514,169425,11098,25183,17752,234801,596,17000,795,12511,2600,11776,1142,31131,1974,1086,1320,345,256,1705,4035,1026,409,8303,1901,1523,627,947,337,113619,9511,193,324,8151,409,3235,47541,1504,1118,970,12233,2915,8531,16016,98943,16004,1090,191758,21340,25986,34351,67195,20290,458102,431,680,499,98869,4249,11741,946,37527,1528,1484,2289,45973,994,241310,1814,6081,100,43887,30956,125,4453,509,3104,487,117,1087,169218,1926538,593,27101,38268,286119,845,4094,2316,329,464,6902650,482,1089,279,1232,10050,852,,22020,12364,7259,16898,7239,103,14383,63026,47751,59072,261,13358,2606,672846,141,2711,888,240,,542,125,7599,96475,1570,836,127745,84629,36759,141,1263,3557,2247,2173,960,9567,12124,712,4169,19195,42728,32612,2934,1306,,1931,322,1934,6964,190759,3101,808,185450,9462,175,2980,6792,4117,1368,154,3072,6155,3990,1806,246622,30514,169425,11098,25183,17752,234801,596,17000,795,12511,2600,11776,1142,31131,1974,1086,1320,345,256,1705,4035,1026,409,8303,1901,1523,627,947,337,113619,9511,193,324,8151,409,3235,47541,1504,1118,970,12233,2915,8531,16016,98943,16004,1090,191758,21340,25986,34351,67195,20290,458102,431,680,499,98869,4249,11741,946,37527,1528,1484,2289,45973,994,241310,1814,6081,100,43887,30956,125,4453,509,3104,487,117,1087,169218,1926538,593,27101,38268,286119,845,4094,2316,329,464,6902650,482,1089
2020/6/8,20342,1246,10154,852,,22794,13130,7265,16902,7553,103,14763,65769,48630,59226,261,13643,2606,691758,141,2727,889,242,,554,126,7908,97178,1634,837,134150,84634,38149,141,1318,3739,2247,2191,964,9628,12148,712,4207,19600,43120,34079,3015,1306,,1939,333,2020,6981,191102,3101,809,185750,9638,176,2997,7055,4117,1368,154,3334,6327,4008,1807,257486,31186,171789,12366,25201,17863,234998,598,17039,808,12694,2767,11814,1142,31848,2007,1088,1331,359,256,1714,4039,1052,438,8322,1903,1533,629,1049,337,117103,9700,193,324,8224,424,3448,47780,1504,1118,973,12486,3025,8547,16882,103671,16425,1135,196515,21895,26561,34693,68790,20479,467073,439,680,513,101914,4328,11823,969,37910,1528,1485,2334,48285,1317,241550,1835,6081,122,44730,30965,141,4529,509,3112,495,117,1087,170132,1944309,616,27599,38808,287445,845,4331,2377,331,472,7015739,484,1089,282,1246,10154,852,,22794,13130,7265,16902,7553,103,14763,65769,48630,59226,261,13643,2606,691758,141,2727,889,242,,554,126,7908,97178,1634,837,134150,84634,38149,141,1318,3739,2247,2191,964,9628,12148,712,4207,19600,43120,34079,3015,1306,,1939,333,2020,6981,191102,3101,809,185750,9638,176,2997,7055,4117,1368,154,3334,6327,4008,1807,257486,31186,171789,12366,25201,17863,234998,598,17039,808,12694,2767,11814,1142,31848,2007,1088,1331,359,256,1714,4039,1052,438,8322,1903,1533,629,1049,337,117103,9700,193,324,8224,424,3448,47780,1504,1118,973,12486,3025,8547,16882,103671,16425,1135,196515,21895,26561,34693,68790,20479,467073,439,680,513,101914,4328,11823,969,37910,1528,1485,2334,48285,1317,241550,1835,6081,122,44730,30965,141,4529,509,3112,495,117,1087,170132,1944309,616,27599,38808,287445,845,4331,2377,331,472,7015739,484,1089
